Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,Optional_Recycled_Water,Recycled_Water_Units,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Aug,08/01/15 00:00,East Bay Municipal Utilities District,Stage 4,Yes,5250.5,7172.3,MG,"1. To provide context as EBMUD continues to face the second drought period since 2007óthe average R-GPCD for Aug from 2005-2007 is 124 gpcd using metered consumption data. The R-GPCD for Aug, 2013 is 103 gpcd. 2. For the PRU and R-GPCD, applied SWRCBs recommended methodology of using billing data for the volume of water provided to residential customers in Aug, 2013 as a percentage of Total Monthly Potable Production (TMPP) for Aug, 2013 and applying that ratio to TMPP of Aug, 2015 to get the approximate volume of residential water use for Aug, 2015. The population for 2015 was calculated using 2013 ABAG projections. 3. For Commercial, Industrial, and Institutional (CII) water use, EBMUD used a methodology similar to that for calculating R-GPCD. Billing data for the volume of water provided to CII customers in Aug, 2013 as a percentage of Total Monthly Potable Production (TMPP) for Aug, 2013 was calculated, and that ratio was applied to the TMPP for Aug, 2015 to get the approximate volume of CII water use for Aug, 2015.  4. The number of Contact Follow-Ups includes the following actions: email to customer; field visit _ contact with customer; field visit _ door hanger; incoming call _ contact with customer; outgoing call _ contact with customer; outgoing call _ voice message; warning letter sent.  ",1390000,74,"EBMUDs Board adopted a revised Section 28 of the Districts Regulations Governing Service to Customers on April 14, 2015. The revised Section 28 includes the States prohibitions as well as liming outside watering to before 9am and after 6pm. Section 28 also defines the exceptions and enforcement provisions should customers fail to comply with the prohibitions including a misdemeanor punishable by a fine of up to $1000 and the Districts authority to enforce civil and criminal action if needed.  On April 28th, EBMUD Board adopted two new ordinancesó 1. Excessive Water Use Penalty Ordinance _ purpose is to prohibit excessive water use when EBMUDs Board has declared a Stage 3 or Stage 4 drought and to authorize EBMUD to impose a financial penalty on customers who disregard the mandate to conserve water during the drought water shortage conditions. Any applicable penalty charges will be reflected in customer bills beginning Sept 1, 2015 and will apply to water use in July and August 2015. 2. Water Theft Penalty Ordinance _ purpose is to provide EBMUD the authority to impose administrative penalties on any person who engages in water theft, including the unauthorized use of water from a public fire hydrant or other facilities. ","1. EBMUDs Board adopted a preliminary water shortage action plan on February 11, 2014 and updated it on May 13, 2014. The Board adopted a new water shortage emergency action plan on August 12, 2014 that includes initiatives to comply with the states emergency water conservation regulation (State Water Board Resolution 2014-0038). EBMUDs Board adopted on December 9, 2014 a declaration to increase customer water use reductions to 15% starting Jan, 2015. The Board has adopted, on April 14th, a revised Drought Management Program and declared that EBMUD has entered the critical stage in their water supply. EBMUDs Board on April 14, 2015 adopted a mandatory 20% districtwide reduction in water use with 2013 as the baseline year. ",-99999,NULL,"5,250,500,000","7,172,300,000",74.3,61,No Correction,San Francisco Bay,101.4954557
15-Aug,08/01/15 00:00,Morro Bay  City of,Severly Restricted,Yes,32579005,40528972,G,"Revised report for CII water only, pervious CII report was not in Gallons.",10234,64.2,,,-99999,NULL,"32,579,005","40,528,972",64.2,62.5,No Correction,Central Coast,79.86615928
15-Aug,08/01/15 00:00,Yorba Linda Water District,Stage 3,Yes,1379.97,2355.9,AF,,72500,148.05,"On the first violation, YLWD will hand deliver a door hanger to the location of the violation and mail a notice to the current billing address. A second violation within 12 calendar months is punishable by a penalty of $100. A third violation within 12 calendar months of the first or second violations is punishable by a penalty of $250. A fourth and any subsequent violations within 12 calendar months of the first violation are punishable by a fine of $500. In addition, the District may opt to install a water flow restrictor device.   Additionally, a Penalty Block structure was put into place on customer usage, based on customer class, in May 2015. Beginning with the billing period primarily of June 2015 usage, YLWD will assess penalties of $10 to $160 based on usage blocks above 18 units per billing period for the Residential Class. The Commercial Class will receive penalties from $25 to $400 based on usage blocks above 50 units per billing period, and the Irrigation Class will receive penalties from $65 to $1,000 per billing period based on usage blocks above 115 units.  These blocks are based on the average _monthly usage of each customer class in 2013, minus the SWRCBs mandatory 36% reduction.  ","Watering is prohibited between the hours of 9am and 6pm. Watering is limited to 15 minutes per station per day. Water is prohibited when it is raining, or there is a forecasted chance of rain of 50 percent or higher. No runoff. No washing down of hard or paved surfaces. Re-circulation of water is required for water fountains. Washing of vehicles is limited to use of a hand-held house with an automatic shut-off nozzle. Stage 3 restrictions include irrigation limited to two times per week, with no irrigation on Sunday. Education and communication regarding these restrictions have been communicated to our customers in the following ways: â 14 Water Waster Hotline and 62 Website Applications for customers to notify the District of water waste they observe in the community. Additionally, the City of Yorba Linda forwarded several calls they received from residents of water waste at locations throughout the City.  â Regular specialized training regarding Conservation and the Conservation Restrictions for Operations Field staff and Customer Service Staff. â Field staff assigned to Conservation Education and Investigation of Water Waste in the Community. â  136 Water Conservation Ordinance First Violations have been issued. 4 Water Conservation Ordinance Second Violations have been issued- resulting in $400 in fines.  â Participation in MWDOCs Turf Removal Rebate Program (approximately 550,000 sq ft of turf removed) â Partnered with the City of Yorba Linda to identify and educate customers with a history of irrigation runoff to decrease usage and pollutants entered into the stormwater system.  â Implementation of a Leak Detection program within the District. Approximately 45 leaks found thus far in YLWD-maintained pipe, which have been repaired, and notified customers of approximately 35 leaks found on the customer-maintained side of the pipe. We are following up with the customers to ensure these leaks are also fixed as soon as possible.  ",-99999,NULL,"449,665,194","767,673,377",148.1,74,No Correction,South Coast,252.8379529
15-Aug,08/01/15 00:00,Long Beach  City of,3rd level,Yes,4645,5648,AF,,474045,60,,,-99999,NULL,"1,513,579,878","1,840,408,860",59.7,58,No Correction,South Coast,72.59108722
15-Aug,08/01/15 00:00,"Los Banos, City of",3,Yes,244793000,324811000,G,,37168,136,,,-99999,NULL,"244,793,000","324,811,000",136,64,No Correction,San Joaquin River,180.4557156
15-Aug,08/01/15 00:00,Turlock  City of,2,Yes,596.21,808.81,MG,,71181,164.62,,,-99999,NULL,"596,210,000","808,810,000",164.6,60.93,No Correction,San Joaquin River,223.2940172
15-Aug,08/01/15 00:00,Jurupa Community Service District,Level 3,Yes,2354.694,3006.107,AF,,118731,150,,,-99999,NULL,"767,280,400","979,544,256",150.1,72,No Correction,South Coast,191.6243303
15-Aug,08/01/15 00:00,Coastside County Water District,Stage 2,Yes,62,84.56,MG,I made a typographical mistake on the production for August 2013. I reported 82.86 MG but it should have been 84.56 MG.,16668,76,The District followed up on 6 potential leaks and 29 customers with high consumption.,,-99999,NULL,"62,000,000","84,560,000",75.6,63,No Correction,San Francisco Bay,103.1086452
15-Aug,08/01/15 00:00,Citrus Heights Water District,Stage 4 Water Crisis,Yes,1188,1924,AF,,67333,172,CHWD has hired a private security company for night time water waste monitoring. Resulting in 108 incident reports for the month of August,,0,AF,"387,111,495","626,938,146",176.2,95,No Correction,Sacramento River,285.3609432
15-Aug,08/01/15 00:00,Burlingame  City of,2,Yes,110660632,156953978,G,"The estimated volume of CII and percent residential use is based upon bi-monthly billing data. The CII and percent residential calculations are the average value over June and July billing cycles. Total monthly production is based upon SFPUC meter data. Because the meter readings do not necessarily occur at the beginning and end of the month and because the readings from 2013 do not necessarily correspond with the same days as during 2015, the monthly production values have been interpolated to account for the variation in water meter reading days from SFPUC.  For the same reason, the percent residential is the ratio of the average volume of billed residential water used over two months divided by the average total produced water over two months.",30282,66,,,-99999,NULL,"110,660,632","156,953,978",65.5,55.6,No Correction,San Francisco Bay,92.90101975
